This is dummy data,,,,,,,,
,,,,,,,,
,,,,,,,,
,Date,Franchise,City,Product,Sales,Profit,Target Profit,Target Sales
,1-Apr-26,H1,Hyderabad,Darjeeling,$169.00,$85.00,$40.00,$70.00
,1-May-26,H1,Hyderabad,Darjeeling,$132.00,$22.00,$20.00,$100.00
,1-Jun-26,H1,Hyderabad,Darjeeling,$131.00,$71.00,$40.00,$100.00
,1-Jul-26,H1,Hyderabad,Darjeeling,$210.00,$92.00,$60.00,$160.00
,1-Aug-26,H1,Hyderabad,Darjeeling,$75.00,$34.00,$40.00,$70.00
,1-Sep-26,H1,Hyderabad,Darjeeling,$94.00,$46.00,$40.00,$90.00
,1-Oct-26,H1,Hyderabad,Darjeeling,$211.00,$125.00,$90.00,$200.00
,1-Nov-26,H1,Hyderabad,Darjeeling,$309.00,$190.00,$110.00,$210.00
,1-Dec-26,H1,Hyderabad,Darjeeling,$451.00,$191.00,$110.00,$350.00
,1-Jan-21,M1,Mumbai,Decaf Espresso,$180.00,$53.00,$80.00,$210.00
,1-Feb-21,M1,Mumbai,Decaf Espresso,$456.00,$140.00,$180.00,$530.00
,1-Mar-21,M1,Mumbai,Decaf Espresso,$130.00,$16.00,$40.00,$150.00
,1-Apr-21,M1,Mumbai,Decaf Espresso,$180.00,$50.00,$60.00,$170.00
,1-May-21,M1,Mumbai,Decaf Espresso,$134.00,$54.00,$60.00,$110.00
,1-Jun-21,M1,Mumbai,Decaf Espresso,$546.00,$203.00,$200.00,$520.00
,1-Jul-21,M1,Mumbai,Decaf Espresso,$43.00,$10.00,$30.00,$50.00
,1-Aug-21,M1,Mumbai,Decaf Espresso,$114.00,$45.00,$60.00,$130.00
,1-Sep-21,M1,Mumbai,Decaf Espresso,$110.00,$34.00,$50.00,$120.00
,1-Oct-21,M1,Mumbai,Decaf Espresso,$130.00,$30.00,$40.00,$120.00
,1-Nov-21,M1,Mumbai,Decaf Espresso,$150.00,$48.00,$50.00,$120.00
,1-Dec-21,M1,Mumbai,Decaf Espresso,$82.00,$9.00,$10.00,$70.00
,1-Jan-22,M1,Mumbai,Decaf Espresso,$210.00,$67.00,$70.00,$180.00
,1-Feb-22,M1,Mumbai,Decaf Espresso,$43.00,$11.00,$20.00,$40.00
,1-Mar-22,M1,Mumbai,Decaf Espresso,$341.00,$99.00,$100.00,$320.00
,1-Apr-22,M1,Mumbai,Decaf Espresso,$123.00,$47.00,$50.00,$110.00
,1-May-22,M1,Mumbai,Decaf Espresso,$150.00,$39.00,$60.00,$140.00
,1-Jun-22,M1,Mumbai,Decaf Espresso,$189.00,$59.00,$90.00,$220.00
,1-Jul-22,M1,Mumbai,Decaf Espresso,$457.00,$142.00,$180.00,$530.00
,1-Aug-22,M1,Mumbai,Decaf Espresso,$132.00,$18.00,$40.00,$150.00
,1-Sep-22,M1,Mumbai,Decaf Espresso,$180.00,$51.00,$60.00,$170.00
,1-Oct-22,M1,Mumbai,Decaf Espresso,$189.00,$80.00,$90.00,$160.00
,1-Nov-22,M1,Mumbai,Decaf Espresso,$545.00,$202.00,$200.00,$520.00
,1-Dec-22,M1,Mumbai,Decaf Espresso,$43.00,$32.00,$40.00,$50.00
,1-Jan-23,M1,Mumbai,Decaf Espresso,$103.00,$38.00,$60.00,$120.00
,1-Feb-23,M1,Mumbai,Decaf Espresso,$110.00,$35.00,$50.00,$120.00
,1-Mar-23,M1,Mumbai,Decaf Espresso,$130.00,$29.00,$40.00,$120.00
,1-Apr-23,M1,Mumbai,Decaf Espresso,$137.00,$41.00,$50.00,$110.00
,1-May-23,M1,Mumbai,Decaf Espresso,$82.00,$8.00,$10.00,$70.00
,1-Jun-23,M1,Mumbai,Decaf Espresso,$200.00,$63.00,$70.00,$170.00
,1-Jul-23,M1,Mumbai,Decaf Espresso,$47.00,$11.00,$20.00,$40.00
,1-Aug-23,M1,Mumbai,Decaf Espresso,$340.00,$99.00,$100.00,$320.00
,1-Sep-23,M1,Mumbai,Decaf Espresso,$123.00,$48.00,$50.00,$110.00
,1-Oct-23,M1,Mumbai,Decaf Espresso,$154.00,$41.00,$60.00,$140.00
,1-Nov-23,M1,Mumbai,Decaf Espresso,$180.00,$54.00,$80.00,$210.00
,1-Dec-23,M1,Mumbai,Decaf Espresso,$478.00,$148.00,$200.00,$560.00
,1-Jan-24,M1,Mumbai,Decaf Espresso,$129.00,$15.00,$40.00,$150.00
,1-Feb-24,M1,Mumbai,Decaf Espresso,$188.00,$54.00,$70.00,$180.00
,1-Mar-24,M1,Mumbai,Decaf Espresso,$198.00,$84.00,$90.00,$170.00
,1-Apr-24,M1,Mumbai,Decaf Espresso,$567.00,$211.00,$210.00,$540.00
,1-May-24,M1,Mumbai,Decaf Espresso,$43.00,$32.00,$40.00,$50.00
,1-Jun-24,M1,Mumbai,Decaf Espresso,$118.00,$45.00,$60.00,$130.00
,1-Jul-24,M1,Mumbai,Decaf Espresso,$112.00,$34.00,$60.00,$130.00
,1-Aug-24,M1,Mumbai,Decaf Espresso,$124.00,$26.00,$40.00,$120.00
,1-Sep-24,M1,Mumbai,Decaf Espresso,$129.00,$38.00,$50.00,$110.00
,1-Oct-24,M1,Mumbai,Decaf Espresso,$85.00,$11.00,$10.00,$70.00
,1-Nov-24,M1,Mumbai,Decaf Espresso,$210.00,$68.00,$70.00,$180.00
,1-Dec-24,M1,Mumbai,Decaf Espresso,$41.00,$10.00,$10.00,$30.00
,1-Jan-25,M1,Mumbai,Decaf Espresso,$325.00,$94.00,$100.00,$310.00
,1-Feb-25,M1,Mumbai,Decaf Espresso,$121.00,$47.00,$50.00,$110.00
,1-Mar-25,M1,Mumbai,Decaf Espresso,$155.00,$40.00,$50.00,$140.00
,1-Apr-25,M1,Mumbai,Decaf Espresso,$170.00,$48.00,$80.00,$200.00
,1-May-25,M1,Mumbai,Decaf Espresso,$478.00,$149.00,$200.00,$560.00
,1-Jun-25,M1,Mumbai,Decaf Espresso,$121.00,$13.00,$30.00,$140.00
,1-Jul-25,M1,Mumbai,Decaf Espresso,$195.00,$58.00,$80.00,$190.00
,1-Aug-25,M1,Mumbai,Decaf Espresso,$198.00,$84.00,$90.00,$170.00
,1-Sep-25,M1,Mumbai,Decaf Espresso,$587.00,$220.00,$220.00,$560.00
,1-Oct-25,M1,Mumbai,Decaf Espresso,$43.00,$32.00,$40.00,$50.00
,1-Nov-25,M1,Mumbai,Decaf Espresso,$112.00,$44.00,$60.00,$130.00
,1-Dec-25,M1,Mumbai,Decaf Espresso,$103.00,$32.00,$50.00,$120.00
,1-Jan-26,M1,Mumbai,Decaf Espresso,$119.00,$24.00,$40.00,$110.00
,1-Feb-26,M1,Mumbai,Decaf Espresso,$114.00,$31.00,$40.00,$90.00
,1-Mar-26,M1,Mumbai,Decaf Espresso,$88.00,$12.00,$10.00,$70.00
,1-Apr-26,M1,Mumbai,Decaf Espresso,$222.00,$74.00,$80.00,$190.00
,1-May-26,M1,Mumbai,Decaf Espresso,$43.00,$10.00,$20.00,$40.00
,1-Jun-26,M1,Mumbai,Decaf Espresso,$325.00,$93.00,$100.00,$310.00
,1-Jul-26,M1,Mumbai,Decaf Espresso,$115.00,$43.00,$50.00,$110.00
,1-Aug-26,M1,Mumbai,Decaf Espresso,$151.00,$39.00,$60.00,$140.00
,1-Sep-26,M1,Mumbai,Decaf Espresso,$160.00,$44.00,$60.00,$180.00
,1-Oct-26,M1,Mumbai,Decaf Espresso,$521.00,$165.00,$210.00,$610.00
,1-Nov-26,M1,Mumbai,Decaf Espresso,$118.00,$11.00,$20.00,$130.00
,1-Dec-26,M1,Mumbai,Decaf Espresso,$204.00,$62.00,$70.00,$190.00
,1-Jan-21,M2,Mumbai,Decaf Espresso,$210.00,$88.00,$90.00,$180.00
,1-Feb-21,M2,Mumbai,Decaf Espresso,$612.00,$230.00,$220.00,$580.00
,1-Mar-21,M2,Mumbai,Decaf Espresso,$43.00,$31.00,$40.00,$50.00
,1-Apr-21,M2,Mumbai,Decaf Espresso,$97.00,$36.00,$50.00,$110.00
,1-May-21,M2,Mumbai,Decaf Espresso,$110.00,$35.00,$50.00,$120.00
,1-Jun-21,M2,Mumbai,Decaf Espresso,$113.00,$22.00,$40.00,$110.00
,1-Jul-21,M2,Mumbai,Decaf Espresso,$110.00,$28.00,$40.00,$90.00
,1-Aug-21,M2,Mumbai,Decaf Espresso,$92.00,$14.00,$10.00,$70.00
,1-Sep-21,M2,Mumbai,Decaf Espresso,$235.00,$79.00,$80.00,$200.00
,1-Oct-21,M2,Mumbai,Decaf Espresso,$49.00,$13.00,$20.00,$40.00
,1-Nov-21,M2,Mumbai,Decaf Espresso,$298.00,$83.00,$90.00,$280.00
,1-Dec-21,M2,Mumbai,Decaf Espresso,$109.00,$42.00,$40.00,$100.00
,1-Jan-22,M2,Mumbai,Decaf Espresso,$170.00,$47.00,$60.00,$160.00
,1-Feb-22,M2,Mumbai,Decaf Espresso,$135.00,$33.00,$50.00,$150.00
,1-Mar-22,M2,Mumbai,Decaf Espresso,$521.00,$164.00,$210.00,$610.00
,1-Apr-22,M2,Mumbai,Decaf Espresso,$115.00,$12.00,$30.00,$130.00
,1-May-22,M2,Mumbai,Decaf Espresso,$212.00,$63.00,$80.00,$200.00
,1-Jun-22,M2,Mumbai,Decaf Espresso,$230.00,$99.00,$90.00,$190.00
,1-Jul-22,M2,Mumbai,Decaf Espresso,$634.00,$240.00,$230.00,$600.00
,1-Aug-22,M2,Mumbai,Decaf Espresso,$43.00,$31.00,$40.00,$50.00
,1-Sep-22,M2,Mumbai,Decaf Espresso,$89.00,$31.00,$40.00,$100.00
,1-Oct-22,M2,Mumbai,Decaf Espresso,$110.00,$34.00,$50.00,$120.00
,1-Nov-22,M2,Mumbai,Decaf Espresso,$108.00,$19.00,$30.00,$100.00
,1-Dec-22,M2,Mumbai,Decaf Espresso,$99.00,$23.00,$30.00,$80.00
,1-Jan-23,M2,Mumbai,Decaf Espresso,$96.00,$14.00,$20.00,$80.00
,1-Feb-23,M2,Mumbai,Decaf Espresso,$278.00,$99.00,$90.00,$230.00
,1-Mar-23,M2,Mumbai,Decaf Espresso,$53.00,$15.00,$20.00,$50.00
,1-Apr-23,M2,Mumbai,Decaf Espresso,$298.00,$83.00,$90.00,$280.00
,1-May-23,M2,Mumbai,Decaf Espresso,$92.00,$34.00,$40.00,$80.00
,1-Jun-23,M2,Mumbai,Decaf Espresso,$177.00,$49.00,$60.00,$160.00
,1-Jul-23,M2,Mumbai,Decaf Espresso,$131.00,$31.00,$50.00,$150.00
,1-Aug-23,M2,Mumbai,Decaf Espresso,$532.00,$168.00,$220.00,$620.00
,1-Sep-23,M2,Mumbai,Decaf Espresso,$115.00,$11.00,$30.00,$130.00
,1-Oct-23,M2,Mumbai,Decaf Espresso,$227.00,$71.00,$80.00,$220.00
,1-Nov-23,M2,Mumbai,Decaf Espresso,$230.00,$98.00,$90.00,$190.00
,1-Dec-23,M2,Mumbai,Decaf Espresso,$678.00,$259.00,$260.00,$650.00
,1-Jan-24,M2,Mumbai,Decaf Espresso,$43.00,$31.00,$40.00,$50.00
,1-Feb-24,M2,Mumbai,Decaf Espresso,$96.00,$35.00,$50.00,$110.00
,1-Mar-24,M2,Mumbai,Decaf Espresso,$115.00,$36.00,$60.00,$130.00
,1-Apr-24,M2,Mumbai,Decaf Espresso,$100.00,$16.00,$20.00,$90.00
,1-May-24,M2,Mumbai,Decaf Espresso,$90.00,$21.00,$20.00,$70.00
,1-Jun-24,M2,Mumbai,Decaf Espresso,$103.00,$18.00,$20.00,$80.00
,1-Jul-24,M2,Mumbai,Decaf Espresso,$286.00,$103.00,$100.00,$240.00
,1-Aug-24,M2,Mumbai,Decaf Espresso,$49.00,$12.00,$20.00,$40.00
,1-Sep-24,M2,Mumbai,Decaf Espresso,$291.00,$81.00,$90.00,$270.00
,1-Oct-24,M2,Mumbai,Decaf Espresso,$87.00,$31.00,$40.00,$80.00
,1-Nov-24,M2,Mumbai,Decaf Espresso,$189.00,$56.00,$70.00,$180.00
,1-Dec-24,M2,Mumbai,Decaf Espresso,$131.00,$30.00,$50.00,$150.00
,1-Jan-25,M2,Mumbai,Decaf Espresso,$532.00,$167.00,$220.00,$620.00
,1-Feb-25,M2,Mumbai,Decaf Espresso,$109.00,$8.00,$20.00,$120.00
,1-Mar-25,M2,Mumbai,Decaf Espresso,$231.00,$73.00,$80.00,$220.00
,1-Apr-25,M2,Mumbai,Decaf Espresso,$245.00,$105.00,$110.00,$210.00
,1-May-25,M2,Mumbai,Decaf Espresso,$687.00,$262.00,$250.00,$650.00
,1-Jun-25,M2,Mumbai,Decaf Espresso,$43.00,$31.00,$40.00,$50.00
,1-Jul-25,M2,Mumbai,Decaf Espresso,$80.00,$28.00,$50.00,$90.00
,1-Aug-25,M2,Mumbai,Decaf Espresso,$69.00,$18.00,$30.00,$80.00
,1-Sep-25,M2,Mumbai,Decaf Espresso,$98.00,$16.00,$20.00,$90.00
,1-Oct-25,M2,Mumbai,Decaf Espresso,$90.00,$21.00,$20.00,$70.00
,1-Nov-25,M2,Mumbai,Decaf Espresso,$105.00,$18.00,$30.00,$90.00
,1-Dec-25,M2,Mumbai,Decaf Espresso,$286.00,$103.00,$100.00,$240.00
,1-Jan-26,M2,Mumbai,Decaf Espresso,$58.00,$17.00,$20.00,$50.00
,1-Feb-26,M2,Mumbai,Decaf Espresso,$291.00,$81.00,$90.00,$270.00
,1-Mar-26,M2,Mumbai,Decaf Espresso,$83.00,$28.00,$30.00,$70.00
,1-Apr-26,M2,Mumbai,Decaf Espresso,$226.00,$71.00,$90.00,$210.00
,1-May-26,M2,Mumbai,Decaf Espresso,$150.00,$39.00,$60.00,$170.00
,1-Jun-26,M2,Mumbai,Decaf Espresso,$498.00,$155.00,$210.00,$580.00
,1-Jul-26,M2,Mumbai,Decaf Espresso,$102.00,$6.00,$30.00,$120.00
,1-Aug-26,M2,Mumbai,Decaf Espresso,$199.00,$58.00,$70.00,$190.00
,1-Sep-26,M2,Mumbai,Decaf Espresso,$199.00,$85.00,$90.00,$170.00
,1-Oct-26,M2,Mumbai,Decaf Espresso,$589.00,$220.00,$220.00,$560.00
,1-Nov-26,M2,Mumbai,Decaf Espresso,$43.00,$32.00,$40.00,$50.00
,1-Dec-26,M2,Mumbai,Decaf Espresso,$79.00,$27.00,$50.00,$90.00
,1-Jan-21,M3,Mumbai,Decaf Espresso,$76.00,$21.00,$30.00,$80.00
,1-Feb-21,M3,Mumbai,Decaf Espresso,$113.00,$23.00,$40.00,$110.00
,1-Mar-21,M3,Mumbai,Decaf Espresso,$113.00,$31.00,$40.00,$90.00
,1-Apr-21,M3,Mumbai,Decaf Espresso,$91.00,$13.00,$10.00,$70.00
,1-May-21,M3,Mumbai,Decaf Espresso,$249.00,$87.00,$80.00,$210.00
,1-Jun-21,M3,Mumbai,Decaf Espresso,$58.00,$17.00,$20.00,$50.00
,1-Jul-21,M3,Mumbai,Decaf Espresso,$310.00,$87.00,$90.00,$290.00
,1-Aug-21,M3,Mumbai,Decaf Espresso,$108.00,$40.00,$40.00,$100.00
,1-Sep-21,M3,Mumbai,Decaf Espresso,$182.00,$53.00,$70.00,$170.00
,1-Oct-21,M3,Mumbai,Decaf Espresso,$182.00,$56.00,$130.00,$260.00
,1-Nov-21,M3,Mumbai,Decaf Espresso,$478.00,$149.00,$300.00,$710.00
,1-Dec-21,M3,Mumbai,Decaf Espresso,$120.00,$12.00,$70.00,$170.00
,1-Jan-22,M3,Mumbai,Decaf Espresso,$202.00,$60.00,$90.00,$180.00
,1-Feb-22,M3,Mumbai,Decaf Espresso,$187.00,$78.00,$80.00,$120.00
,1-Mar-22,M3,Mumbai,Decaf Espresso,$598.00,$225.00,$240.00,$550.00
,1-Apr-22,M3,Mumbai,Decaf Espresso,$43.00,$31.00,$60.00,$60.00
,1-May-22,M3,Mumbai,Decaf Espresso,$79.00,$28.00,$80.00,$110.00
,1-Jun-22,M3,Mumbai,Decaf Espresso,$51.00,$10.00,$50.00,$70.00
,1-Jul-22,M3,Mumbai,Decaf Espresso,$111.00,$21.00,$50.00,$90.00
,1-Aug-22,M3,Mumbai,Decaf Espresso,$113.00,$30.00,$40.00,$60.00
,1-Sep-22,M3,Mumbai,Decaf Espresso,$92.00,$14.00,$20.00,$50.00
,1-Oct-22,M3,Mumbai,Decaf Espresso,$205.00,$65.00,$60.00,$130.00
,1-Nov-22,M3,Mumbai,Decaf Espresso,$58.00,$17.00,$30.00,$40.00
,1-Dec-22,M3,Mumbai,Decaf Espresso,$322.00,$91.00,$110.00,$290.00
,1-Jan-23,M3,Mumbai,Decaf Espresso,$99.00,$37.00,$60.00,$80.00
,1-Feb-23,M3,Mumbai,Decaf Espresso,$174.00,$48.00,$80.00,$150.00
,1-Mar-23,M3,Mumbai,Decaf Espresso,$189.00,$58.00,$100.00,$240.00
,1-Apr-23,M3,Mumbai,Decaf Espresso,$423.00,$129.00,$200.00,$540.00
,1-May-23,M3,Mumbai,Decaf Espresso,$124.00,$16.00,$40.00,$150.00
,1-Jun-23,M3,Mumbai,Decaf Espresso,$180.00,$51.00,$60.00,$170.00
,1-Jul-23,M3,Mumbai,Decaf Espresso,$123.00,$48.00,$40.00,$90.00
,1-Aug-23,M3,Mumbai,Decaf Espresso,$532.00,$197.00,$190.00,$510.00
,1-Sep-23,M3,Mumbai,Decaf Espresso,$43.00,$31.00,$40.00,$50.00
,1-Oct-23,M3,Mumbai,Decaf Espresso,$81.00,$27.00,$50.00,$100.00
,1-Nov-23,M3,Mumbai,Decaf Espresso,$52.00,$11.00,$30.00,$60.00
,1-Dec-23,M3,Mumbai,Decaf Espresso,$124.00,$26.00,$40.00,$120.00
,1-Jan-24,M3,Mumbai,Decaf Espresso,$120.00,$34.00,$30.00,$90.00
,1-Feb-24,M3,Mumbai,Decaf Espresso,$82.00,$8.00,$20.00,$60.00
,1-Mar-24,M3,Mumbai,Decaf Espresso,$197.00,$62.00,$40.00,$150.00
,1-Apr-24,M3,Mumbai,Decaf Espresso,$56.00,$17.00,$20.00,$50.00
,1-May-24,M3,Mumbai,Decaf Espresso,$363.00,$108.00,$120.00,$350.00
,1-Jun-24,M3,Mumbai,Decaf Espresso,$132.00,$52.00,$50.00,$120.00
,1-Jul-24,M3,Mumbai,Decaf Espresso,$164.00,$45.00,$40.00,$150.00
,1-Aug-24,M3,Mumbai,Decaf Espresso,$168.00,$47.00,$80.00,$210.00
,1-Sep-24,M3,Mumbai,Decaf Espresso,$501.00,$157.00,$240.00,$640.00
,1-Oct-24,M3,Mumbai,Decaf Espresso,$103.00,$6.00,$40.00,$130.00
,1-Nov-24,M3,Mumbai,Decaf Espresso,$195.00,$58.00,$70.00,$190.00
,1-Dec-24,M3,Mumbai,Decaf Espresso,$133.00,$52.00,$40.00,$100.00
,1-Jan-25,M3,Mumbai,Decaf Espresso,$576.00,$216.00,$210.00,$550.00
,1-Feb-25,M3,Mumbai,Decaf Espresso,$43.00,$32.00,$40.00,$50.00
,1-Mar-25,M3,Mumbai,Decaf Espresso,$77.00,$27.00,$50.00,$90.00
,1-Apr-25,M3,Mumbai,Decaf Espresso,$56.00,$13.00,$30.00,$70.00
,1-May-25,M3,Mumbai,Decaf Espresso,$114.00,$21.00,$40.00,$110.00
,1-Jun-25,M3,Mumbai,Decaf Espresso,$106.00,$27.00,$20.00,$80.00
,1-Jul-25,M3,Mumbai,Decaf Espresso,$89.00,$12.00,$0.00,$60.00
,1-Aug-25,M3,Mumbai,Decaf Espresso,$221.00,$72.00,$60.00,$170.00
,1-Sep-25,M3,Mumbai,Decaf Espresso,$58.00,$17.00,$20.00,$50.00
,1-Oct-25,M3,Mumbai,Decaf Espresso,$306.00,$87.00,$80.00,$290.00
,1-Nov-25,M3,Mumbai,Decaf Espresso,$123.00,$47.00,$50.00,$110.00
,1-Dec-25,M3,Mumbai,Decaf Espresso,$176.00,$51.00,$60.00,$170.00
,1-Jan-26,M3,Mumbai,Decaf Espresso,$201.00,$83.00,$80.00,$210.00
,1-Feb-26,M3,Mumbai,Decaf Espresso,$510.00,$218.00,$180.00,$530.00
,1-Mar-26,M3,Mumbai,Decaf Espresso,$145.00,$25.00,$40.00,$150.00
,1-Apr-26,M3,Mumbai,Decaf Espresso,$201.00,$78.00,$60.00,$170.00
,1-May-26,M3,Mumbai,Decaf Espresso,$150.00,$84.00,$60.00,$110.00
,1-Jun-26,M3,Mumbai,Decaf Espresso,$611.00,$316.00,$200.00,$520.00
,1-Jul-26,M3,Mumbai,Decaf Espresso,$48.00,$16.00,$30.00,$50.00
,1-Aug-26,M3,Mumbai,Decaf Espresso,$128.00,$70.00,$60.00,$130.00
,1-Sep-26,M3,Mumbai,Decaf Espresso,$123.00,$53.00,$50.00,$120.00
,1-Oct-26,M3,Mumbai,Decaf Espresso,$145.00,$47.00,$40.00,$120.00
,1-Nov-26,M3,Mumbai,Decaf Espresso,$168.00,$75.00,$50.00,$120.00
,1-Dec-26,M3,Mumbai,Decaf Espresso,$92.00,$14.00,$10.00,$70.00
,1-Jan-21,B1,Banglore,Decaf Espresso,$235.00,$104.00,$70.00,$180.00
,1-Feb-21,B1,Banglore,Decaf Espresso,$48.00,$17.00,$20.00,$40.00
,1-Mar-21,B1,Banglore,Decaf Espresso,$382.00,$154.00,$100.00,$320.00
,1-Apr-21,B1,Banglore,Decaf Espresso,$138.00,$73.00,$50.00,$110.00
,1-May-21,B1,Banglore,Decaf Espresso,$168.00,$61.00,$60.00,$140.00
,1-Jun-21,B1,Banglore,Decaf Espresso,$201.00,$88.00,$90.00,$220.00
,1-Jul-21,B1,Banglore,Decaf Espresso,$487.00,$211.00,$180.00,$530.00
,1-Aug-21,B1,Banglore,Decaf Espresso,$141.00,$27.00,$40.00,$150.00
,1-Sep-21,B1,Banglore,Decaf Espresso,$192.00,$76.00,$60.00,$170.00
,1-Oct-21,B1,Banglore,Decaf Espresso,$201.00,$119.00,$90.00,$160.00
,1-Nov-21,B1,Banglore,Decaf Espresso,$581.00,$300.00,$200.00,$520.00
,1-Dec-21,B1,Banglore,Decaf Espresso,$46.00,$47.00,$40.00,$50.00
,1-Jan-22,B1,Banglore,Decaf Espresso,$110.00,$56.00,$60.00,$120.00
,1-Feb-22,B1,Banglore,Decaf Espresso,$117.00,$52.00,$50.00,$120.00
,1-Mar-22,B1,Banglore,Decaf Espresso,$139.00,$43.00,$40.00,$120.00
,1-Apr-22,B1,Banglore,Decaf Espresso,$146.00,$61.00,$50.00,$110.00
,1-May-22,B1,Banglore,Decaf Espresso,$87.00,$12.00,$10.00,$70.00
,1-Jun-22,B1,Banglore,Decaf Espresso,$213.00,$93.00,$70.00,$170.00
,1-Jul-22,B1,Banglore,Decaf Espresso,$50.00,$16.00,$20.00,$40.00
,1-Aug-22,B1,Banglore,Decaf Espresso,$362.00,$147.00,$100.00,$320.00
,1-Sep-22,B1,Banglore,Decaf Espresso,$131.00,$71.00,$50.00,$110.00
,1-Oct-22,B1,Banglore,Decaf Espresso,$164.00,$61.00,$60.00,$140.00
,1-Nov-22,B1,Banglore,Decaf Espresso,$192.00,$80.00,$80.00,$210.00
,1-Dec-22,B1,Banglore,Decaf Espresso,$509.00,$220.00,$200.00,$560.00
,1-Jan-23,B1,Banglore,Decaf Espresso,$137.00,$22.00,$40.00,$150.00
,1-Feb-23,B1,Banglore,Decaf Espresso,$200.00,$80.00,$70.00,$180.00
,1-Mar-23,B1,Banglore,Decaf Espresso,$211.00,$125.00,$90.00,$170.00
,1-Apr-23,B1,Banglore,Decaf Espresso,$604.00,$313.00,$210.00,$540.00
,1-May-23,B1,Banglore,Decaf Espresso,$46.00,$47.00,$40.00,$50.00
,1-Jun-23,B1,Banglore,Decaf Espresso,$126.00,$67.00,$60.00,$130.00
,1-Jul-23,B1,Banglore,Decaf Espresso,$119.00,$50.00,$60.00,$130.00
,1-Aug-23,B1,Banglore,Decaf Espresso,$132.00,$39.00,$40.00,$120.00
,1-Sep-23,B1,Banglore,Decaf Espresso,$137.00,$56.00,$50.00,$110.00
,1-Oct-23,B1,Banglore,Decaf Espresso,$91.00,$16.00,$10.00,$70.00
,1-Nov-23,B1,Banglore,Decaf Espresso,$224.00,$101.00,$70.00,$180.00
,1-Dec-23,B1,Banglore,Decaf Espresso,$44.00,$15.00,$10.00,$30.00
,1-Jan-24,B1,Banglore,Decaf Espresso,$346.00,$140.00,$100.00,$310.00
,1-Feb-24,B1,Banglore,Decaf Espresso,$129.00,$70.00,$50.00,$110.00
,1-Mar-24,B1,Banglore,Decaf Espresso,$165.00,$59.00,$50.00,$140.00
,1-Apr-24,B1,Banglore,Decaf Espresso,$181.00,$71.00,$80.00,$200.00
,1-May-24,B1,Banglore,Decaf Espresso,$509.00,$221.00,$200.00,$560.00
,1-Jun-24,B1,Banglore,Decaf Espresso,$129.00,$19.00,$30.00,$140.00
,1-Jul-24,B1,Banglore,Decaf Espresso,$208.00,$86.00,$80.00,$190.00
,1-Aug-24,B1,Banglore,Decaf Espresso,$211.00,$125.00,$90.00,$170.00
,1-Sep-24,B1,Banglore,Decaf Espresso,$626.00,$326.00,$220.00,$560.00
,1-Oct-24,B1,Banglore,Decaf Espresso,$46.00,$47.00,$40.00,$50.00
,1-Nov-24,B1,Banglore,Decaf Espresso,$119.00,$65.00,$60.00,$130.00
,1-Dec-24,B1,Banglore,Decaf Espresso,$110.00,$47.00,$50.00,$120.00
,1-Jan-25,B1,Banglore,Decaf Espresso,$127.00,$36.00,$40.00,$110.00
,1-Feb-25,B1,Banglore,Decaf Espresso,$121.00,$46.00,$40.00,$90.00
,1-Mar-25,B1,Banglore,Decaf Espresso,$94.00,$18.00,$10.00,$70.00
,1-Apr-25,B1,Banglore,Decaf Espresso,$237.00,$110.00,$80.00,$190.00
,1-May-25,B1,Banglore,Decaf Espresso,$46.00,$15.00,$20.00,$40.00
,1-Jun-25,B1,Banglore,Decaf Espresso,$346.00,$138.00,$100.00,$310.00
,1-Jul-25,B1,Banglore,Decaf Espresso,$123.00,$64.00,$50.00,$110.00
,1-Aug-25,B1,Banglore,Decaf Espresso,$161.00,$58.00,$60.00,$140.00
,1-Sep-25,B1,Banglore,Decaf Espresso,$159.00,$61.00,$60.00,$180.00
,1-Oct-25,B1,Banglore,Decaf Espresso,$516.00,$228.00,$210.00,$610.00
,1-Nov-25,B1,Banglore,Decaf Espresso,$117.00,$15.00,$20.00,$130.00
,1-Dec-25,B1,Banglore,Decaf Espresso,$202.00,$86.00,$70.00,$190.00
,1-Jan-26,B1,Banglore,Decaf Espresso,$208.00,$121.00,$90.00,$180.00
,1-Feb-26,B1,Banglore,Decaf Espresso,$607.00,$317.00,$220.00,$580.00
,1-Mar-26,B1,Banglore,Decaf Espresso,$43.00,$43.00,$40.00,$50.00
,1-Apr-26,B1,Banglore,Decaf Espresso,$96.00,$50.00,$50.00,$110.00
,1-May-26,B1,Banglore,Decaf Espresso,$109.00,$48.00,$50.00,$120.00
,1-Jun-26,B1,Banglore,Decaf Espresso,$112.00,$30.00,$40.00,$110.00
,1-Jul-26,B1,Banglore,Decaf Espresso,$109.00,$39.00,$40.00,$90.00
,1-Aug-26,B1,Banglore,Decaf Espresso,$91.00,$19.00,$10.00,$70.00
,1-Sep-26,B1,Banglore,Decaf Espresso,$233.00,$109.00,$80.00,$200.00
,1-Oct-26,B1,Banglore,Decaf Espresso,$49.00,$18.00,$20.00,$40.00
,1-Nov-26,B1,Banglore,Decaf Espresso,$295.00,$115.00,$90.00,$280.00
,1-Dec-26,B1,Banglore,Decaf Espresso,$108.00,$58.00,$40.00,$100.00
,1-Jan-21,B2,Banglore,Decaf Espresso,$168.00,$65.00,$60.00,$160.00
,1-Feb-21,B2,Banglore,Decaf Espresso,$134.00,$46.00,$50.00,$150.00
